"effect","obs","comp","fe","idx"
-0.209634875030123,23,1,"REGION_4LETTER","AFGH"
1.87801330643356,23,1,"REGION_4LETTER","ALBA"
2.26944155356634,23,1,"REGION_4LETTER","ARGE"
1.22729329487106,23,1,"REGION_4LETTER","ARME"
2.54681978805628,23,1,"REGION_4LETTER","AUST"
2.43920921019859,23,1,"REGION_4LETTER","AUTR"
0.884780328063423,23,1,"REGION_4LETTER","AZER"
1.29217866575596,23,1,"REGION_4LETTER","BANG"
2.41340269696231,23,1,"REGION_4LETTER","BELA"
2.45819279469181,23,1,"REGION_4LETTER","BELG"
1.23461422067783,23,1,"REGION_4LETTER","BHUT"
2.09508539112706,23,1,"REGION_4LETTER","BOHE"
1.29507857363497,23,1,"REGION_4LETTER","BOLV"
2.64778425074257,23,1,"REGION_4LETTER","BRAZ"
1.80560688392413,23,1,"REGION_4LETTER","BRUN"
2.67949103116076,23,1,"REGION_4LETTER","BULG"
0.974927673039721,23,1,"REGION_4LETTER","CAMB"
2.92690989324817,23,1,"REGION_4LETTER","CANA"
2.22465431462705,23,1,"REGION_4LETTER","CARB"
2.20127564614181,23,1,"REGION_4LETTER","CEAM"
2.25779062281993,23,1,"REGION_4LETTER","CHIL"
3.22724148921735,23,1,"REGION_4LETTER","CHIN"
2.35751454541862,23,1,"REGION_4LETTER","COLO"
2.45698075394022,23,1,"REGION_4LETTER","CROA"
1.65571892774335,23,1,"REGION_4LETTER","CYPR"
2.67157684635912,23,1,"REGION_4LETTER","CZRE"
2.05730523845549,23,1,"REGION_4LETTER","DENM"
0.326679643553765,23,1,"REGION_4LETTER","EAFR"
1.99818132093938,23,1,"REGION_4LETTER","ECUA"
0.975478484946512,23,1,"REGION_4LETTER","EGYP"
2.08912741612951,23,1,"REGION_4LETTER","ESTO"
2.59078047492963,23,1,"REGION_4LETTER","FINL"
2.74650290405688,23,1,"REGION_4LETTER","FRAN"
1.4722574481952,23,1,"REGION_4LETTER","GEOR"
3.20824896210725,23,1,"REGION_4LETTER","GERM"
2.47998736743451,23,1,"REGION_4LETTER","GREE"
2.60400656196337,23,1,"REGION_4LETTER","HUNG"
1.6943318544284,23,1,"REGION_4LETTER","ICEL"
1.61501023007292,23,1,"REGION_4LETTER","INDI"
2.20504831118375,23,1,"REGION_4LETTER","INDO"
0.47295531532807,23,1,"REGION_4LETTER","IRAN"
1.90932675737567,23,1,"REGION_4LETTER","IREL"
1.06783163577701,23,1,"REGION_4LETTER","ISRA"
2.89330384538696,23,1,"REGION_4LETTER","ITAL"
3.24570529547385,23,1,"REGION_4LETTER","JAPA"
1.38770696818173,23,1,"REGION_4LETTER","KAZA"
1.12539985128514,23,1,"REGION_4LETTER","KENY"
2.59270645227842,23,1,"REGION_4LETTER","KORS"
0.783629275349451,23,1,"REGION_4LETTER","KYRG"
0.18274661197116,23,1,"REGION_4LETTER","LAOS"
2.34445911145593,23,1,"REGION_4LETTER","LATV"
2.3977054707796,23,1,"REGION_4LETTER","LITH"
1.57837472752963,23,1,"REGION_4LETTER","LUXE"
2.18917717271187,23,1,"REGION_4LETTER","MACE"
2.24547809945066,23,1,"REGION_4LETTER","MALA"
1.17108810884759,23,1,"REGION_4LETTER","MALT"
2.42533670035732,23,1,"REGION_4LETTER","MEXI"
0.91866571573089,23,1,"REGION_4LETTER","MIDE"
1.61512148105293,23,1,"REGION_4LETTER","MOLD"
0.582691551166501,23,1,"REGION_4LETTER","MONG"
1.77781938979176,23,1,"REGION_4LETTER","MONT"
1.55278684249392,23,1,"REGION_4LETTER","MYAN"
1.47652644663615,23,1,"REGION_4LETTER","NAFR"
0.768267829824131,23,1,"REGION_4LETTER","NEPA"
2.48477416117515,23,1,"REGION_4LETTER","NETH"
-0.206314648286945,23,1,"REGION_4LETTER","NIGE"
2.49220109535468,23,1,"REGION_4LETTER","NORW"
2.1863789379187,23,1,"REGION_4LETTER","NZEL"
-0.241815639821004,23,1,"REGION_4LETTER","PAKI"
1.71937034327303,23,1,"REGION_4LETTER","PARA"
1.27656610255393,23,1,"REGION_4LETTER","PERU"
2.28958770324243,23,1,"REGION_4LETTER","PHIL"
3.00163124612763,23,1,"REGION_4LETTER","POLA"
2.4321232295675,23,1,"REGION_4LETTER","PORT"
2.70444205864402,23,1,"REGION_4LETTER","ROMA"
1.41424050058847,23,1,"REGION_4LETTER","RSAF"
2.98077754909647,23,1,"REGION_4LETTER","RUSS"
-0.539658258778517,23,1,"REGION_4LETTER","SAAR"
1.624633631533,15,1,"REGION_4LETTER","SAFR"
2.42490026999846,23,1,"REGION_4LETTER","SERB"
1.83212135193165,23,1,"REGION_4LETTER","SING"
2.50958538424366,23,1,"REGION_4LETTER","SKRE"
2.15529865953393,23,1,"REGION_4LETTER","SLOV"
2.73162241139538,23,1,"REGION_4LETTER","SPAI"
2.24237066171972,23,1,"REGION_4LETTER","SRIL"
2.70031883556612,23,1,"REGION_4LETTER","SWED"
2.43704254591443,23,1,"REGION_4LETTER","SWIT"
0.135828981089026,23,1,"REGION_4LETTER","TAJI"
1.58725610166231,23,1,"REGION_4LETTER","TANZ"
2.21336357313149,23,1,"REGION_4LETTER","THAI"
-0.65368491408411,23,1,"REGION_4LETTER","TKME"
2.53381893717688,23,1,"REGION_4LETTER","TURK"
2.49027427131643,23,1,"REGION_4LETTER","UKRA"
2.95701748067516,23,1,"REGION_4LETTER","UNKI"
2.31402492573409,23,1,"REGION_4LETTER","URUG"
3.36222256610929,23,1,"REGION_4LETTER","USAM"
1.07343609330972,23,1,"REGION_4LETTER","UZBE"
2.30020579468228,23,1,"REGION_4LETTER","VIET"
0.182193124280212,23,1,"REGION_4LETTER","WAFR"
