time,country,pm_total
2020,CHN,31.074052054243534
2020,IND,44.900042199599824
2020,USA,6.416376345551165
2020,IDN,31.21275
2020,PAK,47.22970107311989
2020,BRA,5.9510220551378445
2020,NGA,58.503837006848386
2020,BGD,53.590587259628286
2020,RUS,7.999179066466338
2020,JPN,7.2838250785122405
2020,MEX,18.445852840986507
2020,PHL,9.283
2020,ETH,20.737519767010447
2020,EGY,16.285261924788134
2020,VNM,20.052664750110573
2020,DEU,7.073378465394246
2020,IRN,24.552792319851
2020,TUR,17.073531272232234
2020,COD,10.509856945273885
2020,THA,10.646890760555236
2020,GBR,5.745990692985531
2020,FRA,6.8771269410464395
2020,ITA,10.113095941542342
2020,ZAF,14.311883241758242
2020,TZA,9.366800449134853
2020,MMR,8.0027881603352
2020,KOR,21.309645578720335
2020,COL,9.7599699949199
2020,KEN,11.52569562056949
2020,ESP,7.081620011391308
2020,UKR,7.528855478263125
2020,ARG,3.966038289689741
2020,DZA,9.433000000000002
2020,POL,14.082833309162353
2020,SDN,20.737519767010447
2020,IRQ,11.959083464976503
2020,UGA,20.737519767010447
2020,CAN,7.072000000000001
2020,MAR,9.433000000000002
2020,AFG,42.767884614822144
2020,SAU,18.087477307043475
2020,MYS,23.32133536585366
2020,UZB,10.704292233757869
2020,PER,6.079333743842364
2020,VEN,17.956942226461372
2020,GHA,11.442856945273885
2020,YEM,8.701083464976502
2020,AGO,23.66462188152164
2020,NPL,20.273523750597462
2020,MOZ,10.86862188152164
2020,PRK,10.671111111111108
2020,MDG,20.562519767010446
2020,AUS,12.764
2020,CIV,10.509856945273885
2020,TWN,8.469999999999999
2020,CMR,10.509856945273885
2020,LKA,9.620999999999999
2020,NER,11.442856945273885
2020,ROU,9.94946451345359
2020,SYR,11.026083464976502
2020,BFA,21.176856945273883
2020,MLI,6.267856945273884
2020,CHL,4.995580838323353
2020,KAZ,5.4829412335601715
2020,NLD,9.013603670744434
2020,MWI,9.936621881521642
2020,ZMB,7.734621881521642
2020,ECU,7.342958083832335
2020,GTM,5.868950824095819
2020,KHM,9.902342105263156
2020,SEN,10.684856945273884
2020,ZWE,10.86862188152164
2020,TCD,10.509856945273885
2020,SOM,22.639519767010448
2020,RWA,16.970519767010444
2020,GIN,6.9178569452738845
2020,TUN,2.33
2020,CUB,7.301235294117647
2020,BEL,12.067169876522534
2020,SSD,7.43
2020,BOL,3.798495560602932
2020,BEN,10.259856945273885
2020,GRC,5.441180787556895
2020,BDI,17.488519767010445
2020,HTI,3.578235294117647
2020,CZE,6.0061845234321956
2020,DOM,5.6912352941176465
2020,PRT,5.071005268703898
2020,AZE,9.664020251211927
2020,SWE,9.70721980899813
2020,HUN,11.60535539827842
2020,BLR,8.355772582866535
2020,JOR,7.9730834649765026
2020,HND,14.33195082409582
2020,ARE,16.760083464976503
2020,PNG,7.255
2020,AUT,10.252429440661944
2020,TJK,7.540246599723391
2020,CHE,4.826715806298598
2020,ISR,18.161608651593138
2020,SRB,9.449709544859363
